category,job,characters,movie,person
actress,\N,"[""Maid Marian""]",The Adventures of Robin Hood,Olivia de Havilland
actor,\N,"[""Sir Guy of Gisbourne""]",The Adventures of Robin Hood,Basil Rathbone
director,\N,\N,The Adventures of Robin Hood,Michael Curtiz
writer,original screenplay: based upon ancient Robin Hood legends,\N,The Adventures of Robin Hood,Norman Reilly Raine
actor,\N,"[""Aleksandr Nevsky""]",Aleksandr Nevskiy,Nikolay Cherkasov
actor,\N,"[""Vasili Buslai""]",Aleksandr Nevskiy,Nikolai Okhlopkov
actor,\N,"[""Gavrilo Oleksich""]",Aleksandr Nevskiy,Andrei Abrikosov
director,director,\N,Aleksandr Nevskiy,Sergei Eisenstein
writer,writer,\N,Aleksandr Nevskiy,Sergei Eisenstein
actor,\N,"[""Rocky Sullivan""]",Angels with Dirty Faces,James Cagney
actor,\N,"[""Jerry Connolly""]",Angels with Dirty Faces,Pat O'Brien
actor,\N,"[""James Frazier""]",Angels with Dirty Faces,Humphrey Bogart
director,\N,\N,Angels with Dirty Faces,Michael Curtiz
writer,screen play,\N,Angels with Dirty Faces,John Wexley
actress,\N,"[""Susan Vance""]",Bringing Up Baby,Katharine Hepburn
actor,\N,"[""David Huxley""]",Bringing Up Baby,Cary Grant
actor,\N,"[""Major Applegate""]",Bringing Up Baby,Charles Ruggles
director,\N,\N,Bringing Up Baby,Howard Hawks
writer,screen play,\N,Bringing Up Baby,Dudley Nichols
actress,\N,"[""Linda Seton""]",Holiday,Katharine Hepburn
actor,\N,"[""Johnny Case""]",Holiday,Cary Grant
actress,\N,"[""Julia Seton""]",Holiday,Doris Nolan
director,\N,\N,Holiday,George Cukor
writer,screenplay,\N,Holiday,Donald Ogden Stewart
actress,\N,"[""Julie Marsden""]",Jezebel,Bette Davis
actor,\N,"[""Preston Dillard""]",Jezebel,Henry Fonda
actor,\N,"[""Buck Cantrell""]",Jezebel,George Brent
director,\N,\N,Jezebel,William Wyler
writer,screen play,\N,Jezebel,Clements Ripley
actress,\N,"[""Iris Matilda Henderson""]",The Lady Vanishes,Margaret Lockwood
actor,\N,"[""Gilbert Redman""]",The Lady Vanishes,Michael Redgrave
actor,\N,"[""Dr. Egon Hartz""]",The Lady Vanishes,Paul Lukas
director,\N,\N,The Lady Vanishes,Alfred Hitchcock
writer,"based upon the story by: ""The Wheel Spins""",\N,The Lady Vanishes,Ethel Lina White
actor,\N,"[""Professor Henry Higgins""]",Pygmalion,Leslie Howard
actress,\N,"[""Eliza Doolittle""]",Pygmalion,Wendy Hiller
actor,\N,"[""Alfred Doolittle""]",Pygmalion,Wilfrid Lawson
director,\N,\N,Pygmalion,Anthony Asquith
writer,screen play and dialogue,\N,Pygmalion,George Bernard Shaw
actor,\N,"[""Jean""]",Le quai des brumes,Jean Gabin
actor,\N,"[""Zabel""]",Le quai des brumes,Michel Simon
actress,\N,"[""Nelly""]",Le quai des brumes,Michèle Morgan
director,\N,\N,Le quai des brumes,Marcel Carné
writer,novel,\N,Le quai des brumes,Pierre Mac Orlan
actress,\N,"[""Alice Sycamore""]",You Can't Take It with You,Jean Arthur
actor,\N,"[""Tony Kirby""]",You Can't Take It with You,James Stewart
actor,\N,"[""Martin Vanderhof""]",You Can't Take It with You,Lionel Barrymore
director,\N,\N,You Can't Take It with You,Frank Capra
writer,screen play,\N,You Can't Take It with You,Robert Riskin
actress,\N,"[""Judith Traherne""]",Dark Victory,Bette Davis
actor,\N,"[""Dr. Frederick Steele""]",Dark Victory,George Brent
actor,\N,"[""Michael O'Leary""]",Dark Victory,Humphrey Bogart
director,\N,\N,Dark Victory,Edmund Goulding
writer,screen play,\N,Dark Victory,Casey Robinson
actress,\N,"[""Frenchy""]",Destry Rides Again,Marlene Dietrich
actor,\N,"[""Tom Destry Jr.""]",Destry Rides Again,James Stewart
actor,\N,"[""Boris Callahan""]",Destry Rides Again,Mischa Auer
director,\N,\N,Destry Rides Again,George Marshall
writer,screen play,\N,Destry Rides Again,Felix Jackson
actor,\N,"[""Rhett Butler - Visitor from Charleston""]",Gone with the Wind,Clark Gable
actress,\N,"[""Scarlett O'Hara - Their Daughter""]",Gone with the Wind,Vivien Leigh
actor,\N,"[""Gerald O'Hara""]",Gone with the Wind,Thomas Mitchell
director,\N,\N,Gone with the Wind,Victor Fleming
writer,"story of the Old South ""Gone with the Wind""",\N,Gone with the Wind,Margaret Mitchell
actor,\N,"[""Mr. Chips""]","Goodbye, Mr. Chips",Robert Donat
actress,\N,"[""Katherine""]","Goodbye, Mr. Chips",Greer Garson
actor,\N,"[""John Colley""]","Goodbye, Mr. Chips",Terry Kilburn
director,\N,\N,"Goodbye, Mr. Chips",Sam Wood
writer,screen play,\N,"Goodbye, Mr. Chips",R.C. Sherriff
actor,\N,"[""Cutter""]",Gunga Din,Cary Grant
actress,\N,"[""Emmy""]",Gunga Din,Joan Fontaine
actor,\N,"[""MacChesney""]",Gunga Din,Victor McLaglen
director,\N,\N,Gunga Din,George Stevens
writer,screenplay,\N,Gunga Din,Joel Sayre
actor,\N,"[""Sherlock Holmes""]",The Hound of the Baskervilles,Basil Rathbone
actor,\N,"[""Dr. Watson""]",The Hound of the Baskervilles,Nigel Bruce
actor,\N,"[""Sir Henry Baskerville""]",The Hound of the Baskervilles,Richard Greene
director,\N,\N,The Hound of the Baskervilles,Sidney Lanfield
writer,screenplay,\N,The Hound of the Baskervilles,Ernest Pascal
actor,\N,"[""The Hunchback Quasimodo""]",The Hunchback of Notre Dame,Charles Laughton
actress,\N,"[""Esmeralda""]",The Hunchback of Notre Dame,Maureen O'Hara
actor,\N,"[""Frollo""]",The Hunchback of Notre Dame,Cedric Hardwicke
director,\N,\N,The Hunchback of Notre Dame,William Dieterle
writer,screen play,\N,The Hunchback of Notre Dame,Sonya Levien
actor,\N,"[""Jefferson Smith""]",Mr. Smith Goes to Washington,James Stewart
actress,\N,"[""Saunders""]",Mr. Smith Goes to Washington,Jean Arthur
actor,\N,"[""Senator Joseph Paine""]",Mr. Smith Goes to Washington,Claude Rains
director,\N,\N,Mr. Smith Goes to Washington,Frank Capra
writer,screenplay,\N,Mr. Smith Goes to Washington,Sidney Buchman
actress,\N,"[""Ninotchka""]",Ninotchka,Greta Garbo
actor,\N,"[""Leon""]",Ninotchka,Melvyn Douglas
actress,\N,"[""Swana""]",Ninotchka,Ina Claire
director,\N,\N,Ninotchka,Ernst Lubitsch
writer,screen play,\N,Ninotchka,Charles Brackett
actor,\N,"[""Geoff Carter""]",Only Angels Have Wings,Cary Grant
actress,\N,"[""Bonnie Lee""]",Only Angels Have Wings,Jean Arthur
actress,\N,"[""Judy MacPherson""]",Only Angels Have Wings,Rita Hayworth
director,\N,\N,Only Angels Have Wings,Howard Hawks
writer,screen play,\N,Only Angels Have Wings,Jules Furthman
actor,\N,"[""Eddie Bartlett""]",The Roaring Twenties,James Cagney
actor,\N,"[""George Hally""]",The Roaring Twenties,Humphrey Bogart
actress,\N,"[""Jean Sherman""]",The Roaring Twenties,Priscilla Lane
director,\N,\N,The Roaring Twenties,Raoul Walsh
writer,screen play,\N,The Roaring Twenties,Jerry Wald
actor,\N,"[""Marquis Robert de la Cheyniest""]",La règle du jeu,Marcel Dalio
actress,\N,"[""Christine de la Cheyniest""]",La règle du jeu,Nora Gregor
actress,\N,"[""Lisette, sa camériste""]",La règle du jeu,Paulette Dubost
director,\N,\N,La règle du jeu,Jean Renoir
writer,scenario,\N,La règle du jeu,Jean Renoir
actor,\N,"[""The Monster""]",Son of Frankenstein,Boris Karloff
actor,\N,"[""Baron Wolf von Frankenstein""]",Son of Frankenstein,Basil Rathbone
actor,\N,"[""Ygor""]",Son of Frankenstein,Bela Lugosi
director,\N,\N,Son of Frankenstein,Rowland V. Lee
writer,suggested by the story written in 1816,\N,Son of Frankenstein,Mary Shelley
actor,\N,"[""Ringo Kid""]",Stagecoach,John Wayne
actress,\N,"[""Dallas""]",Stagecoach,Claire Trevor
actor,\N,"[""Buck""]",Stagecoach,Andy Devine
director,\N,\N,Stagecoach,John Ford
writer,original story,\N,Stagecoach,Ernest Haycox
actress,\N,"[""Dorothy""]",The Wizard of Oz,Judy Garland
actor,\N,"[""Professor Marvel""]",The Wizard of Oz,Frank Morgan
actor,\N,"[""Hunk""]",The Wizard of Oz,Ray Bolger
director,\N,\N,The Wizard of Oz,Victor Fleming
writer,screenplay,\N,The Wizard of Oz,Noel Langley
actress,\N,"[""Mrs. Stephen Haines (Mary)""]",The Women,Norma Shearer
actress,\N,"[""Crystal Allen""]",The Women,Joan Crawford
actress,\N,"[""Mrs. Howard Fowler (Sylvia)""]",The Women,Rosalind Russell
director,\N,\N,The Women,George Cukor
writer,from the play by,\N,The Women,Clare Boothe Luce
actress,\N,"[""Cathy""]",Wuthering Heights,Merle Oberon
actor,\N,"[""Heathcliff""]",Wuthering Heights,Laurence Olivier
actor,\N,"[""Edgar""]",Wuthering Heights,David Niven
director,\N,\N,Wuthering Heights,William Wyler
writer,screen play,\N,Wuthering Heights,Charles MacArthur
actor,\N,"[""Narrator: Deems Taylor overdubs (2000 restoration)""]",Fantasia,Corey Burton
actor,\N,"[""Narrator: Deems Taylor overdubs (2000 restoration)""]",Fantasia,Corey Burton
actor,\N,"[""Mickey Mouse (segment 'The Sorcerer's Apprentice')""]",Fantasia,Walt Disney
writer,story direction,\N,Fantasia,Joe Grant
actor,\N,"[""John Jones""]",Foreign Correspondent,Joel McCrea
actress,\N,"[""Carol Fisher""]",Foreign Correspondent,Laraine Day
actor,\N,"[""Stephen Fisher""]",Foreign Correspondent,Herbert Marshall
director,\N,\N,Foreign Correspondent,Alfred Hitchcock
writer,screenplay,\N,Foreign Correspondent,Charles Bennett
actor,\N,"[""Tom Joad""]",The Grapes of Wrath,Henry Fonda
actress,\N,"[""Ma Joad""]",The Grapes of Wrath,Jane Darwell
actor,\N,"[""Casy""]",The Grapes of Wrath,John Carradine
director,\N,\N,The Grapes of Wrath,John Ford
writer,screen play,\N,The Grapes of Wrath,Nunnally Johnson
actor,\N,"[""Hynkel - Dictator of Tomania""]",The Great Dictator,Charles Chaplin
actor,\N,"[""A Jewish Barber""]",The Great Dictator,Charles Chaplin
actress,\N,"[""Hannah""]",The Great Dictator,Paulette Goddard
director,\N,\N,The Great Dictator,Charles Chaplin
writer,written by,\N,The Great Dictator,Charles Chaplin
actor,\N,"[""Walter Burns""]",His Girl Friday,Cary Grant
actress,\N,"[""Hildy Johnson""]",His Girl Friday,Rosalind Russell
actor,\N,"[""Bruce Baldwin""]",His Girl Friday,Ralph Bellamy
director,director,\N,His Girl Friday,Howard Hawks
writer,screen play,\N,His Girl Friday,Charles Lederer
actress,\N,"[""Leslie Crosbie""]",The Letter,Bette Davis
actor,\N,"[""Robert Crosbie""]",The Letter,Herbert Marshall
actor,\N,"[""Howard Joyce""]",The Letter,James Stephenson
director,\N,\N,The Letter,William Wyler
writer,play,\N,The Letter,W. Somerset Maugham
actor,\N,"[""Diego""]",The Mark of Zorro,Tyrone Power
actress,\N,"[""Lolita Quintero""]",The Mark of Zorro,Linda Darnell
actor,\N,"[""Capt. Esteban Pasquale""]",The Mark of Zorro,Basil Rathbone
director,\N,\N,The Mark of Zorro,Rouben Mamoulian
writer,screenplay,\N,The Mark of Zorro,John Taintor Foote
actor,\N,"[""C.K. Dexter Haven""]",The Philadelphia Story,Cary Grant
actress,\N,"[""Tracy Lord""]",The Philadelphia Story,Katharine Hepburn
actor,\N,"[""Macaulay Connor""]",The Philadelphia Story,James Stewart
director,\N,\N,The Philadelphia Story,George Cukor
writer,screen play,\N,The Philadelphia Story,Donald Ogden Stewart
actor,\N,"[""Pinocchio""]",Pinocchio,Dickie Jones
actor,\N,"[""Pinocchio""]",Pinocchio,Dickie Jones
actor,\N,"[""Alexander""]",Pinocchio,Dickie Jones
director,sequence director,\N,Pinocchio,Norman Ferguson
writer,from the story by,\N,Pinocchio,Carlo Collodi
actor,\N,"[""'Maxim' de Winter""]",Rebecca,Laurence Olivier
actress,\N,"[""Mrs. de Winter""]",Rebecca,Joan Fontaine
actor,\N,"[""Jack Favell""]",Rebecca,George Sanders
director,\N,\N,Rebecca,Alfred Hitchcock
writer,celebrated novel,\N,Rebecca,Daphne Du Maurier
actor,\N,"[""Geoffrey Thorpe""]",The Sea Hawk,Errol Flynn
actress,\N,"[""Doña Maria""]",The Sea Hawk,Brenda Marshall
actor,\N,"[""Don José Alvarez de Cordoba""]",The Sea Hawk,Claude Rains
director,\N,\N,The Sea Hawk,Michael Curtiz
writer,screen play,\N,The Sea Hawk,Howard Koch
actress,\N,"[""Klara Novak""]",The Shop Around the Corner,Margaret Sullavan
actor,\N,"[""Alfred Kralik""]",The Shop Around the Corner,James Stewart
actor,\N,"[""Hugo Matuschek""]",The Shop Around the Corner,Frank Morgan
director,\N,\N,The Shop Around the Corner,Ernst Lubitsch
writer,screenplay,\N,The Shop Around the Corner,Samson Raphaelson
actor,\N,"[""Jaffar""]",The Thief of Bagdad,Conrad Veidt
actor,\N,"[""Abu""]",The Thief of Bagdad,Sabu
actress,\N,"[""Princess""]",The Thief of Bagdad,June Duprez
director,\N,\N,The Thief of Bagdad,Ludwig Berger
writer,screen play,\N,The Thief of Bagdad,Miles Malleson
actress,\N,"[""Myra""]",Waterloo Bridge,Vivien Leigh
actor,\N,"[""Roy Cronin""]",Waterloo Bridge,Robert Taylor
actress,\N,"[""Lady Margaret Cronin""]",Waterloo Bridge,Lucile Watson
director,\N,\N,Waterloo Bridge,Mervyn LeRoy
writer,screen play,\N,Waterloo Bridge,S.N. Behrman
actor,\N,"[""Prof. Bertram Potts""]",Ball of Fire,Gary Cooper
actress,\N,"[""Sugarpuss O'Shea""]",Ball of Fire,Barbara Stanwyck
actor,\N,"[""Prof. Gurkakoff""]",Ball of Fire,Oscar Homolka
director,director,\N,Ball of Fire,Howard Hawks
writer,screen play,\N,Ball of Fire,Charles Brackett
actor,\N,"[""Kane""]",Citizen Kane,Orson Welles
actor,\N,"[""Jedediah Leland""]",Citizen Kane,Joseph Cotten
actor,\N,"[""Screening Room Reporter""]",Citizen Kane,Joseph Cotten
director,\N,\N,Citizen Kane,Orson Welles
writer,original screen play,\N,Citizen Kane,Herman J. Mankiewicz
actor,\N,"[""Mr. Stork""]",Dumbo,Sterling Holloway
actor,\N,"[""Mr. Stork""]",Dumbo,Sterling Holloway
actor,\N,"[""Timothy Q. Mouse""]",Dumbo,Edward Brophy
director,sequence director,\N,Dumbo,Samuel Armstrong
writer,screen story by,\N,Dumbo,Joe Grant
actress,\N,"[""Marie Garson""]",High Sierra,Ida Lupino
actor,\N,"[""Roy Earle""]",High Sierra,Humphrey Bogart
actor,\N,"[""'Babe' Kozak""]",High Sierra,Alan Curtis
director,\N,\N,High Sierra,Raoul Walsh
writer,screen play,\N,High Sierra,John Huston
actor,\N,"[""Mr. Gruffydd""]",How Green Was My Valley,Walter Pidgeon
actress,\N,"[""Angharad Morgan""]",How Green Was My Valley,Maureen O'Hara
actress,\N,"[""Bronwyn""]",How Green Was My Valley,Anna Lee
director,\N,\N,How Green Was My Valley,John Ford
writer,screen play,\N,How Green Was My Valley,Philip Dunne
actress,\N,"[""Jean""]",The Lady Eve,Barbara Stanwyck
actor,\N,"[""Charles Pike""]",The Lady Eve,Henry Fonda
actor,\N,"[""'Colonel' Harrington""]",The Lady Eve,Charles Coburn
director,\N,\N,The Lady Eve,Preston Sturges
writer,screen play: based on a story by,\N,The Lady Eve,Monckton Hoffe
actress,\N,"[""Regina Giddens""]",The Little Foxes,Bette Davis
actor,\N,"[""Horace Giddens""]",The Little Foxes,Herbert Marshall
actress,\N,"[""Alexandra Giddens""]",The Little Foxes,Teresa Wright
director,\N,\N,The Little Foxes,William Wyler
writer,by,\N,The Little Foxes,Lillian Hellman
actor,\N,"[""Samuel Spade""]",The Maltese Falcon,Humphrey Bogart
actress,\N,"[""Brigid O'Shaughnessy""]",The Maltese Falcon,Mary Astor
actress,\N,"[""Iva Archer""]",The Maltese Falcon,Gladys George
director,\N,\N,The Maltese Falcon,John Huston
writer,screen play by,\N,The Maltese Falcon,John Huston
actor,\N,"[""'Long John' Willoughby""]",Meet John Doe,Gary Cooper
actress,\N,"[""Ann Mitchell""]",Meet John Doe,Barbara Stanwyck
actor,\N,"[""D.B. Norton""]",Meet John Doe,Edward Arnold
director,\N,\N,Meet John Doe,Frank Capra
writer,based on a story by,\N,Meet John Doe,Richard Connell
actor,\N,"[""Alvin C. York""]",Sergeant York,Gary Cooper
actor,\N,"[""Pastor Rosier Pile""]",Sergeant York,Walter Brennan
actress,\N,"[""Gracie Williams""]",Sergeant York,Joan Leslie
director,\N,\N,Sergeant York,Howard Hawks
writer,original screen play,\N,Sergeant York,Abem Finkel
actor,\N,"[""John L. Sullivan""]",Sullivan's Travels,Joel McCrea
actress,\N,"[""The Girl""]",Sullivan's Travels,Veronica Lake
actor,\N,"[""Mr. LeBrand""]",Sullivan's Travels,Robert Warwick
director,\N,\N,Sullivan's Travels,Preston Sturges
writer,written by,\N,Sullivan's Travels,Preston Sturges
actor,\N,"[""Johnnie Aysgarth""]",Suspicion,Cary Grant
actress,\N,"[""Lina McLaidlaw""]",Suspicion,Joan Fontaine
actor,\N,"[""General McLaidlaw""]",Suspicion,Cedric Hardwicke
director,\N,\N,Suspicion,Alfred Hitchcock
writer,screen play,\N,Suspicion,Samson Raphaelson
actor,\N,"[""Sir John Talbot""]",The Wolf Man,Claude Rains
actor,\N,"[""Dr. Lloyd""]",The Wolf Man,Warren William
actor,\N,"[""Colonel Montford""]",The Wolf Man,Ralph Bellamy
director,\N,\N,The Wolf Man,George Waggner
writer,original screenplay,\N,The Wolf Man,Curt Siodmak
actor,\N,"[""Adolescent Bambi""]",Bambi,Hardie Albright
actor,\N,"[""Adolescent Bambi""]",Bambi,Hardie Albright
actor,\N,"[""Young Flower""]",Bambi,Stan Alexander
director,sequence director,\N,Bambi,James Algar
writer,from the story by,\N,Bambi,Felix Salten
actor,\N,"[""Rick Blaine""]",Casablanca,Humphrey Bogart
actress,\N,"[""Ilsa Lund""]",Casablanca,Ingrid Bergman
actor,\N,"[""Victor Laszlo""]",Casablanca,Paul Henreid
director,\N,\N,Casablanca,Michael Curtiz
writer,screen play,\N,Casablanca,Philip G. Epstein
actress,\N,"[""Irena Dubrovna Reed""]",Cat People,Simone Simon
actor,\N,"[""Dr. Louis Judd""]",Cat People,Tom Conway
actor,\N,"[""Oliver Reed""]",Cat People,Kent Smith
director,\N,\N,Cat People,Jacques Tourneur
writer,written by,\N,Cat People,DeWitt Bodeen
actor,\N,"[""Jim Hardy""]",Holiday Inn,Bing Crosby
actor,\N,"[""Ted Hanover""]",Holiday Inn,Fred Astaire
actress,\N,"[""Linda Mason""]",Holiday Inn,Marjorie Reynolds
director,director,\N,Holiday Inn,Mark Sandrich
writer,screen play by,\N,Holiday Inn,Claude Binyon
actor,\N,"[""Jonathan Wooley""]",I Married a Witch,Fredric March
actor,\N,"[""Nathaniel Wooley""]",I Married a Witch,Fredric March
actor,\N,"[""Samuel Wooley""]",I Married a Witch,Fredric March
director,director,\N,I Married a Witch,René Clair
writer,screen play,\N,I Married a Witch,Robert Pirosh
actor,\N,"[""George Minafer""]",The Magnificent Ambersons,Tim Holt
actor,\N,"[""Eugene Morgan""]",The Magnificent Ambersons,Joseph Cotten
actress,\N,"[""Isabel Amberson Minafer""]",The Magnificent Ambersons,Dolores Costello
director,\N,\N,The Magnificent Ambersons,Orson Welles
writer,from the novel by,\N,The Magnificent Ambersons,Booth Tarkington
actress,\N,"[""Mrs. Miniver""]",Mrs. Miniver,Greer Garson
actor,\N,"[""Clem Miniver""]",Mrs. Miniver,Walter Pidgeon
actress,\N,"[""Carol Beldon""]",Mrs. Miniver,Teresa Wright
director,\N,\N,Mrs. Miniver,William Wyler
writer,screenplay,\N,Mrs. Miniver,Arthur Wimperis
actress,\N,"[""Charlotte Vale""]","Now, Voyager",Bette Davis
actor,\N,"[""Jeremiah (Jerry) Durrance""]","Now, Voyager",Paul Henreid
actor,\N,"[""Dr. Jaquith""]","Now, Voyager",Claude Rains
director,\N,\N,"Now, Voyager",Irving Rapper
writer,screenplay,\N,"Now, Voyager",Casey Robinson
actress,\N,"[""Gerry Jeffers""]",The Palm Beach Story,Claudette Colbert
actor,\N,"[""Tom Jeffers""]",The Palm Beach Story,Joel McCrea
actress,\N,"[""The Princess Centimillia""]",The Palm Beach Story,Mary Astor
director,\N,\N,The Palm Beach Story,Preston Sturges
writer,written by,\N,The Palm Beach Story,Preston Sturges
actor,\N,"[""Lou Gehrig""]",The Pride of the Yankees,Gary Cooper
actress,\N,"[""Eleanor Gehrig""]",The Pride of the Yankees,Teresa Wright
actor,\N,"[""Babe Ruth""]",The Pride of the Yankees,Babe Ruth
director,\N,\N,The Pride of the Yankees,Sam Wood
writer,screenplay,\N,The Pride of the Yankees,Jo Swerling
actress,\N,"[""Patricia (Pat) Martin""]",Saboteur,Priscilla Lane
actor,\N,"[""Barry Kane""]",Saboteur,Robert Cummings
actor,\N,"[""Charles Tobin""]",Saboteur,Otto Kruger
director,\N,\N,Saboteur,Alfred Hitchcock
writer,original screen play,\N,Saboteur,Peter Viertel
actor,\N,"[""Philip Raven""]",This Gun for Hire,Alan Ladd
actress,\N,"[""Ellen Graham""]",This Gun for Hire,Veronica Lake
actor,\N,"[""Michael Crane""]",This Gun for Hire,Robert Preston
director,\N,\N,This Gun for Hire,Frank Tuttle
writer,screen play,\N,This Gun for Hire,Albert Maltz
actress,\N,"[""Maria Tura""]",To Be or Not to Be,Carole Lombard
actor,\N,"[""Joseph Tura""]",To Be or Not to Be,Jack Benny
actor,\N,"[""Lieutenant Stanislav Sobinski""]",To Be or Not to Be,Robert Stack
director,\N,\N,To Be or Not to Be,Ernst Lubitsch
writer,original story,\N,To Be or Not to Be,Melchior Lengyel
actor,\N,"[""Sam Craig""]",Woman of the Year,Spencer Tracy
actress,\N,"[""Tess Harding""]",Woman of the Year,Katharine Hepburn
actress,\N,"[""Ellen Whitcomb""]",Woman of the Year,Fay Bainter
director,\N,\N,Woman of the Year,George Stevens
writer,original screen play,\N,Woman of the Year,Ring Lardner Jr.
actor,\N,"[""George M. Cohan""]",Yankee Doodle Dandy,James Cagney
actress,\N,"[""Mary""]",Yankee Doodle Dandy,Joan Leslie
actor,\N,"[""Jerry Cohan""]",Yankee Doodle Dandy,Walter Huston
director,\N,\N,Yankee Doodle Dandy,Michael Curtiz
