originalTitle,actor,actress,archive_footage,archive_sound,casting_director,cinematographer,composer,director,editor,producer,production_designer,self,writer,isAdult,startYear,runtimeMinutes,genres
1987,Jean-Carl Boucher Claudio Colangelo Laurent-Christophe De Ruelle Pier-Luc Funk Simon Pigeon JP Bergeron Martin Laroche Park Hee-soon Sul Kyung-gu Ha Jung-woo Oh Dal-su Gang Dong-won Yeo Jin-goo Kim Yoon-seok Kim Eui-sung Hyun Bong-sik,Sandrine Bisson Éléonore Lamothe Alyssa Labelle Kim Tae-ri,,,Catherine Didelot Su Kim,Steve Asselin Woo-hyung Kim,Frédéric Bégin Kim Tae-seong,Ricardo Trogi Jang Joon-hwan,Yvann Thibaudeau Jinmo Yang,Nicole Robert Young-hwan Jang Jeong Won-Chan Jung Won-Chan Jang Young-Hwan,Patrice Vermette Han A-Reum Han Ah-rum,,Ricardo Trogi Kim Kyung Chan Jang Joon-Hwan Kyung-chan Kim Kim Kyung-Chan,0,2017,129,Drama History Thriller
1991,Jean-Carl Boucher Alexandre Nachi Claudio Colangelo Mamoudou Camara Roberto Citran Giuseppe Cantore,Juliette Gosselin Sandrine Bisson Mara Lazaris Alexandrine Agostini,,,Robert Baruch Almagià,Steve Asselin,Frédéric Bégin,Ricardo Trogi,Yvann Thibaudeau,Nicole Robert,,,Ricardo Trogi,0,2018,101,Comedy
1991: The Year Punk Broke,,,,,,David Markey,,David Markey,David Markey,,,Sonic Youth Kim Gordon Lee Ranaldo Steve Shelley Thurston Moore Nirvana Kurt Cobain Dave Grohl Krist Novoselic Dinosaur Jr.,,0,1992,99,Documentary History Music
1997,Benerji Naveen Chandra Shrikanth Iyyanngar Koti Mohan Ravi Prakash Ramaraju,,,,,K. Chitti Babu,Koti,Mohan,Nandhamuri Hari,Meenakshi Ramavath,,,,0,2021,\N,Adventure
2 Coelhos,Fernando Alves Pinto Caco Ciocler Marat Descartes Neco Villa Lobos Thaíde Robson Nunes Thogun Teixeira Roberto Marchese,Alessandra Negrini Aldine Muller,,,,Carlos André Zalasik,André Abujamra Marcio Nigro,Afonso Poyart,Lucas Gonzaga Afonso Poyart André Vidigal,Angela Farinello Afonso Poyart André Poyart,,,Afonso Poyart,0,2012,101,Action Crime Drama
20 Days in Mariupol,,,Roman Golovanov Roman Golovanov Igor Konashenkov Sergey Lavrov Ernest Matskyavichyus,,,Mstyslav Chernov,Jordan Dykstra,Mstyslav Chernov,Michelle Mizner,Raney Aronson Mstyslav Chernov Derl McCrudden Michelle Mizner,,Liudmyla Amelkina Mstyslav Chernov Zhanna Homa Oleksandr Ivanov Irina Kalinina Evgeniy Maloletka,Mstyslav Chernov,0,2023,95,Documentary War
"20,000 Days on Earth",Nick Cave Warren Ellis Darian Leader Ray Winstone Blixa Bargeld Arthur Cave Earl Cave Thomas Wydler,Susie Bick Kylie Minogue,,,,Erik Wilson,Nick Cave Warren Ellis,Iain Forsyth Jane Pollard,Jonathan Amos,Dan Bowen James Wilson,Simon Rogers,,Nick Cave Iain Forsyth Jane Pollard,0,2014,97,Documentary Drama Music
"20,000 Leagues Under the Sea",Kirk Douglas James Mason Paul Lukas Peter Lorre Robert J. Wilke Ted de Corsia Carleton Young J.M. Kerrigan Percy Helton Ted Cooper,,,,,Franz Planer,Paul J. Smith,Richard Fleischer,Elmo Williams,,,,Earl Felton Jules Verne,0,1954,127,Adventure Drama Family
200 Meters,Ali Suliman Motaz Malhees Mahmoud Abu Eita Nabil Al Raee Ghassan Ashkar Alaa Abu Saa Ahmed Tobasi Gassan Abbas,Anna Unterberger Lana Zreik,,,,Elin Kirschfink,Faraj Suleiman,Ameen Nayfeh,Kamal El Mallakh,May Odeh,Bashar Hassuneh,,Ameen Nayfeh,0,2020,96,Adventure Drama
2001: A Space Odyssey,Keir Dullea Gary Lockwood William Sylvester Daniel Richter Leonard Rossiter Robert Beatty Sean Sullivan Douglas Rain Frank W. Miller,Margaret Tyzack,,,,Geoffrey Unsworth,,Stanley Kubrick,Ray Lovejoy,Stanley Kubrick,Ernest Archer Harry Lange Anthony Masters,,Stanley Kubrick Arthur C. Clarke,0,1968,149,Adventure Sci-Fi
200: Halla Ho,Ray Aksh Apurva Choudhari Vinay Hake Vinay Hake Balraj Jaiswal Gautam Joglekar Ishtiyak Khan Sahil Khattar Upendra Limaye,Saloni Batra Sushama Deshpande,,,Sanjeet Kumar,Mithun Dhara Deep Metkar Deep Metkar,Prateek Nandan,Sarthak Dasgupta Sunny Mandavarra,Abhishek Seth,Siddharth Anand Kumar Vikram Mehra,Sidhant Malhotra,,Abhijeet Das Sarthak Dasgupta Raaj S. Kaushal Soumyajit Roy,0,2021,115,Crime History Thriller
2018,Tovino Thomas Kunchacko Boban Asif Ali Vineeth Sreenivasan Lal Narain Kalaiyarasan Aju Varghese,Aparna Balamurali Tanvi Ram,,,,Akhil George,Nobin Paul,Jude Anthany Joseph,Chaman Chakko,Anto Joseph C.K. Padma Kumar Venu Kunnappilly,Mohandas,,Jude Anthany Joseph,0,2023,150,Action Drama Thriller
2040,,Eva Lazzaro Davini Malcolm,,,Alison Telford,Hugh Miller,Bryony Marks,Damon Gameau,Ryan Wade Howard Jane Usher,Nick Batzias Damon Gameau Anna Kaplan Virginia Whitwell,Luke Bubb Carrie Kennedy,Damon Gameau Zoë Gameau Kate Raworth Paul Hawken John Peterson Tony Seba Helena Norberg-Hodge Sharon Pearson,Damon Gameau,0,2019,92,Documentary
2046,Tony Leung Chiu-wai Takuya Kimura Takuya Kimura Chang Chen Thongchai McIntyre,Ziyi Zhang Faye Wong Faye Wong Gong Li Carina Lau Carina Lau Carina Lau Jie Dong Maggie Cheung,,,,Christopher Doyle Pun Leung Kwan,Shigeru Umebayashi,Wong Kar-Wai,William Chang,Wong Kar-Wai,William Chang,,Wong Kar-Wai,0,2004,129,Drama Romance Sci-Fi
20segi sonyeo,Byeon Woo-seok Park Jung-woo Lee Beom-su Ryu Seung-ryong Park Hae-joon Gong Myoung Ong Seong-wu,Kim Yoo-jung Roh Yoon-seo Han Hyo-joo,,,,,,Bang Woo-ri,,,,,Bang Woo-ri,0,2022,119,Drama Romance
20th Century Women,Billy Crudup Lucas Jade Zumann Vitaly Andrew LeBeau Waleed Zuaiter,Annette Bening Elle Fanning Greta Gerwig Alison Elliott Thea Gill Olivia Hone,,,Mark Bennett Laura Rosenthal,Sean Porter,Roger Neill,Mike Mills,Leslie Jones,Anne Carey Megan Ellison Youree Henley,Chris Jones,,Mike Mills,0,2016,119,Comedy Drama
21 Grams,Sean Penn Benicio Del Toro Danny Huston Nick Nichols John Rubinstein Eddie Marsan,Naomi Watts Carly Nahon Claire Pakis Charlotte Gainsbourg,,,Francine Maisler,Rodrigo Prieto,Gustavo Santaolalla,Alejandro G. Iñárritu,Stephen Mirrione,Alejandro G. Iñárritu Robert Salerno,Brigitte Broch,,Guillermo Arriaga,0,2003,124,Crime Drama Thriller
21 Jump Street,Jonah Hill Channing Tatum Ice Cube Dave Franco Rob Riggle DeRay Davis Dax Flame Chris Parnell,Brie Larson Ellie Kemper,,,Nicole Abellera Jeanne McCarthy,Barry Peterson,Mark Mothersbaugh,Phil Lord Christopher Miller,Joel Negron,Stephen J. Cannell Neal H. Moritz,Peter Wenham,,Michael Bacall Jonah Hill Patrick Hasburgh Stephen J. Cannell,0,2012,109,Action Comedy Crime
21 Years: Quentin Tarantino,,,,,,Jake Zortman,Doran Danoff Tyler Wenzel,Tara Wood,Eric Myerson Jeremy Ward,Tara Wood Jake Zortman,,Zoë Bell Louis Black Bruce Dern Robert Forster Jamie Foxx Richard N. Gladstein Samuel L. Jackson Jennifer Jason Leigh Diane Kruger Lucy Liu,Tara Wood,0,2019,103,Documentary
22 Female Kottayam,Vijay Babu Fahadh Faasil Prathap Pothen Sajid Srinda Ashab Sandeep Narayan Sandeep Narayanan Dileesh Pothan,Rima Kallingal Aswathi Naduthodi,,,,Shyju Khalid,Bijibal Rex Vijayan,Aashiq Abu,Vivek Harshan,O.G. Sunil Ogee Sunil,,,Abhilash Kumar Abhilash S Kumar Syam Pushkaran,0,2012,120,Drama Thriller
23 - Nichts ist so wie es scheint,August Diehl Fabian Busch Dieter Landuris Jan-Gregor Kremp Stephan Kampwirth Zbigniew Zamachowski Peter Fitz Burghart Klaußner Patrick Joswig,Lilly Marie Tschörtner,,,Nessie Nesslauer,Klaus Eichhammer,Enjott Schneider Enjott Schneider,Hans-Christian Schmid,Hansjörg Weißbrich,Jakob Claussen Thomas Wöbke,Ingrid Henn,,Hans-Christian Schmid Michael Gutmann Michael Dierking,0,1998,99,Drama Thriller
24,Suriya Suriya Suriya Ajay Girish Karnad Sathyan Mohan Ram Charlie Appukutty,Samantha Ruth Prabhu Nithya Menen Saranya Ponvannan,,,,Kiran Deohans S. Tirru,A R Rahman A.R. Rahman,Vikram K. Kumar,Prawin Pudi,K.E. Gnanavelraja Suriya,Subrata Chakraborty Shreyas Khedekar Amit Ray,,Vikram Kumar Vikram K. Kumar,0,2016,164,Action Comedy Drama
24 Hour Party People,Steve Coogan Lennie James John Thomson Paul Popplewell Martin Hancock Mark Windows Paddy Considine John Simm Ralf Little,Shirley Henderson,,,Wendy Brazington,Robby Müller,,Michael Winterbottom,Trevor Waite,Andrew Eaton,Mark Tildesley,,Frank Cottrell Boyce,0,2002,117,Biography Comedy Drama
24 Wochen,Bjarne Mädel Bjarne Mädel Jonas Sippel,Julia Jentsch Julia Jentsch Johanna Gastdorf Johanna Gastdorf Johanna Gastdorf Emilia Pieske Maria Dragus Mila Bruk Sabine Wolf Karina Plachetka Amy Steckel,,,Luise Eigner Nina Haun Katharina Krischker,Friede Clausz,Jasmin Reuter Jasmin Reuter,Anne Zohra Berrached,Denys Darahan,Melanie Berke Tobias Büchner Thomas Kufus,Fabian Reber Janina Schimmelbauer,,Carl Gerber Anne Zohra Berrached Carl Gerber,0,2016,103,Drama
25 Watts,Daniel Hendler Jorge Temponi Alfonso Tort Valentín Rivero Walter Reyno Damián Barrera Cesar Herrera Federico Veiroj,Judith Anaya Valeria Mendieta,,,,Barbara Alvarez,Maximiliano Angelieri,Juan Pablo Rebella Pablo Stoll,Fernando Epstein,Fernando Epstein Ines Peñagaricano,Gonzalo Delgado,,Juan Pablo Rebella Juan Pablo Rebella Pablo Stoll Pablo Stoll,0,2001,92,Comedy Drama
25 km/h,Lars Eidinger Bjarne Mädel Wotan Wilke Möhring Matti Schmidt-Schaller Mateusz Kosciukiewicz,Sandra Hüller Franka Potente Alexandra Maria Lara Jella Haase Jördis Triebel,,,Nina Haun,Frank Griebe,Andrej Melita,Markus Goller,Matti Falkenberg Markus Goller,Markus Goller Oliver Ziegenbalg,Marlen von Heydenaber,,Oliver Ziegenbalg,0,2018,116,Adventure Comedy Drama
25 lat niewinnosci. Sprawa Tomka Komendy,Piotr Trojan Dariusz Chojnacki Jan Frycz Lukasz Lewandowski Mikolaj Chroboczek Andrzej Konopka Julian Swiezewski Adam Nawojczyk,Agata Kulesza Magdalena Rózczka,,,Zywia Kosinska,Bartlomiej Kaczmarek,Sarah Neufeld Colin Stetson,Jan Holoubek,Rafal Listopad,Krzysztof Lojan Anna Wasniewska-Gill,Maciej Fajst,,Andrzej Golda Jan Holoubek,0,2020,116,Drama
25th Hour,Edward Norton Barry Pepper Philip Seymour Hoffman Brian Cox Tony Siragusa Levani Misha Kuznetsov Isiah Whitlock Jr.,Rosario Dawson Anna Paquin,,,Aisha Coley,Rodrigo Prieto,Terence Blanchard,Spike Lee,Barry Alexander Brown,Julia Chasman Jon Kilik Spike Lee Tobey Maguire,James Chinlund,,David Benioff,0,2002,135,Drama
28 Days Later,Cillian Murphy Christopher Eccleston Alex Palmer Jukka Hiltunen David Schneider Toby Sedgwick Noah Huntley Christopher Dunne,Naomie Harris Bindu De Stoppani,,,Gail Stevens,Anthony Dod Mantle,John Murphy,Danny Boyle,Chris Gill,Andrew Macdonald,Mark Tildesley,,Alex Garland,0,2002,113,Drama Horror Sci-Fi
29th Street,Anthony LaPaglia Danny Aiello Frank Pesce Robert Forster Ron Karabatsos Rick Aiello Vic Manni Paul Lazar Pete Antico,Lainie Kazan,,,Louis DiGiaimo,Steven Fierberg,William Olvis,George Gallo,Kaja Fehr,David Permut,Bob Ziembicki,,Frank Pesce James Franciscus George Gallo,0,1991,101,Comedy Drama
3,Dhanush Prabhu Sivakarthikeyan Sunder Ramu Badava Gopi,Shruti Haasan Bhanupriya Rohini Baby Gabriella Gabriella Charlton,,,,Velraj,Anirudh Ravichander Anirudh Ravichander,Aishwarya Rajinikanth,Kola Bhaskar,Dhanush Kasthoori Raja Kasthuri Raja,,,Dhanush Aishwarya Rajinikanth,0,2012,145,Drama Mystery Romance
3 Bad Men,George O'Brien Lou Tellegen Tom Santschi J. Farrell MacDonald Frank Campeau Otis Harlan George Harris,Olive Borden Priscilla Bonner Phyllis Haver,,,,George Schneiderman,Dana Kaproff,John Ford,,John Ford,,,Herman Whitaker John Stone Ralph Spence Malcolm Stuart Boylan,0,1926,122,Drama Romance Western
3 Deewarein,Naseeruddin Shah Jackie Shroff Nagesh Kukunoor Gulshan Grover Aditya Lakhia Sanjay Sharma Shri Vallabh Vyas,Juhi Chawla Sujata Mehta Ayesha Jalil,,,,Ajayan Vincent,Salim Merchant Salim Merchant Sulaiman Merchant,Nagesh Kukunoor,Sanjib Datta,,Devika Sagar,,Nagesh Kukunoor,0,2003,115,Crime Drama
3 Idiots,Aamir Khan Madhavan Sharman Joshi Boman Irani Omi Vaidya Jaaved Jaaferi Parikshit Sahni Olivier Lafont,Mona Singh Kareena Kapoor,,,Rohan Mapuskar Menaka Nagarajan Nalini Rathnam Girdhar Swami,C.K. Muraleedharan,Shantanu Moitra Atul Raninga Sanjay Wandrekar,Rajkumar Hirani,Rajkumar Hirani,Vidhu Vinod Chopra,Sumit Basu Rajnish Hedao,,Abhijat Joshi Rajkumar Hirani Vidhu Vinod Chopra Chetan Bhagat,0,2009,170,Comedy Drama
3 Women,Robert Fortier John Cromwell Craig Richard Nelson,Shelley Duvall Sissy Spacek Janice Rule Ruth Nelson Sierra Pecheur Maysie Hoy Belita Moreno,,,,Charles Rosher Jr.,Gerald Busby,Robert Altman,Dennis M. Hill,Robert Altman,,,Robert Altman,0,1977,124,Drama Mystery Thriller
30 de ani si 15 minute,,,,,,Radu Baran Bogdan Botofei Alexandru Buliga Paul Ciurari,,Stefan Mandachi,Radu Gorgos Roxana Maraloiu,,,Stefan Mandachi Cezar Ionascu Liviu Dragnea Viorica Dãncilã Dan Barna Emil Boc Traian Bãsescu Dacian Ciolos Emil Constantinescu Moise Guran,Stefan Mandachi,0,2020,95,Animation Documentary
300,Gerard Butler David Wenham Dominic West Vincent Regan Michael Fassbender Tom Wisdom Andrew Pleavin Andrew Tiernan Rodrigo Santoro,Lena Headey,,,Carrie Hilton,Larry Fong,Tyler Bates,Zack Snyder,William Hoy,Mark Canton Bernie Goldmann Gianni Nunnari Jeffrey Silver,Jim Bissell,,Zack Snyder Kurt Johnstad Michael B. Gordon Frank Miller,0,2006,117,Action Drama
300 mil do nieba,Wojciech Klata Rafal Zimowski Andrzej Mellin Aleksander Bednarz Krzysztof Stroinski Hans Christian Ægidius Wieslaw Komasa,Kama Kowalewska Jadwiga Jankowska-Cieslak Adrianna Biedrzynska,,,,Krzysztof Ptak,Michal Lorenc,Maciej Dejczer,Jaroslaw Wolejko,,Wojciech Jaworski,,Maciej Dejczer Cezary Harasimowicz,0,1989,105,Biography Drama
3000 Layla,,Maisa Abd Elhadi Nadira Omran Rakeen Saad Raida Adon Abeer Zeibak Haddad Anaheed Fayyad Haifa Al-Agha Khitam Edelbi Hana Chamoun Izabel Ramadan,,,Salim Abu Jabal Najwa Mubarki,Gilles Porte,Sharif Sehnaoui,Mai Masri,Michèle Tyan,Mai Masri Sabine Sidawi Charlotte Uzu,Hussein Baydoun,,Mai Masri,0,2015,103,Drama
303,Anton Spieker Arndt Schwering-Sohnrey Thomas Schmuckert Jörg Bundschuh Steven Lange Martin Neuhaus,Mala Emde Hannah Schröder Sophia Tschanett Valeria Dymova,,,Uta Seibicke Liza Stutzky,Mario Krause Sebastian Lempe,Michael Regner,Hans Weingartner,Benjamin Kaubisch Karen Kramatschek Sebastian Lempe Hans Weingartner,Hans Weingartner,Ricarda Johanna Schwarz,,Hans Weingartner Silke Eggert Sergej Moya,0,2018,145,Comedy Drama Romance
35 rhums,Alex Descas Grégoire Colin Jean-Christophe Folly Mario Canonge Stéphane Pocrain,Mati Diop Nicole Dogué Julieth Mars Toussaint Adèle Ado Ingrid Caven,,,Nicolas Lublin Nicolas Ronchi,Agnès Godard,Tindersticks,Claire Denis,Guy Lecorne,Karl Baumgartner Bruno Pesery,Arnaud de Moleron,,Claire Denis Jean-Pol Fargeau,0,2008,100,Drama
35-Chinna Katha Kaadu,Abhay Bhagyaraj Arun Dev Priyadarshi Pulikonda Vishwadev Rachakonda Krishna Teja,Ananya Gautami Nivetha Thomas,,,,Niketh Bommi,Vivek Sagar,Nanda Kishore Emani,T.C.Prasanna,Siddharth Rallapalli Srujan Yarabolu,,,Nanda Kishore Emani,0,2024,145,Comedy
36 Hours,James Garner Rod Taylor Werner Peters John Banner Russell Thorson Alan Napier Oscar Beregi Jr. Ed Gilbert Sig Ruman,Eva Marie Saint,,,,Philip H. Lathrop,Dimitri Tiomkin,George Seaton,Adrienne Fazan,William Perlberg,,,George Seaton Roald Dahl Carl K. Hittleman Luis H. Vance,0,1964,115,Thriller War
36 quai des orfèvres,Daniel Auteuil Gérard Depardieu André Dussollier Roschdy Zem Daniel Duval Francis Renaud Guy Lecluyse Alain Figlarz,Valeria Golino Catherine Marchal,,,Olivier Carbone,Denis Rouden,Erwann Kermorvant Axelle Renoir,Olivier Marchal,Hugues Darmois,Franck Chorot Cyril Colbeau-Justin Jean-Baptiste Dupont,Ambre Fernandez,,Olivier Marchal Franck Mancuso Julien Rappeneau Dominique Loiseau,0,2004,111,Action Crime Drama
37 Seconds,Eita Okuno Kiyohiko Shibukawa Shunsuke Daitô Shôhei Uno Toshinori Omi,Makiko Watanabe Minori Hagiwara Nanami Kawakami Yuka Itaya Shizuka Ishibashi,,,Sawako Ohzu,Stephen Blahut,ASKA,Hikari,Thomas A. Krueger,Hikari Peter Maestrey Shin Yamaguchi,Takayuki Uyama,,Hikari,0,2019,115,Drama
37°2 le matin,Jean-Hugues Anglade Gérard Darmon Jacques Mathou Vincent Lindon Claude Aufaure Louis Bellanti,Béatrice Dalle Consuelo De Haviland Clémentine Célarié Catherine D'At,,,Dominique Besnehard,Jean-François Robin,Gabriel Yared,Jean-Jacques Beineix,Marie-Aimée Debril Monique Prim,Jean-Jacques Beineix,Carlos Conti,,Philippe Djian Jean-Jacques Beineix,0,1986,119,Drama Romance
3:10 to Yuma,Glenn Ford Van Heflin Henry Jones Richard Jaeckel Robert Emhardt Sheridan Comerate George Mitchell Robert Ellenstein Russell Crowe Christian Bale Ben Foster Logan Lerman Dallas Roberts Peter Fonda Alan Tudyk Luce Rains,Felicia Farr Leora Dana Vinessa Shaw Gretchen Mol,,,Lisa Beach Sarah Katzman,Charles Lawton Jr. Phedon Papamichael,George Duning Marco Beltrami,Delmer Daves James Mangold,Al Clark Michael McCusker,David Heilweil Cathy Konrad,Andrew Menzies,,Halsted Welles Elmore Leonard Halsted Welles Michael Brandt Derek Haas Elmore Leonard,0,1957,92,Adventure Drama Thriller
3:10 to Yuma,Glenn Ford Van Heflin Henry Jones Richard Jaeckel Robert Emhardt Sheridan Comerate George Mitchell Robert Ellenstein Russell Crowe Christian Bale Ben Foster Logan Lerman Dallas Roberts Peter Fonda Alan Tudyk Luce Rains,Felicia Farr Leora Dana Vinessa Shaw Gretchen Mol,,,Lisa Beach Sarah Katzman,Charles Lawton Jr. Phedon Papamichael,George Duning Marco Beltrami,Delmer Daves James Mangold,Al Clark Michael McCusker,David Heilweil Cathy Konrad,Andrew Menzies,,Halsted Welles Elmore Leonard Halsted Welles Michael Brandt Derek Haas Elmore Leonard,0,2007,122,Action Crime Drama
3E,Sagar Kiran Sagar Kiran NikhilThatiparthy SagarKiran Rahul Tribuvan Reddy Tribuvan Reddy Bhagyashree Lavanya Shreya Rajmohan,,,,,Guru Prasad,,Vishwanath Batchu,Sampath Ilapuram SampathIlapuram,Venu Bachu,,,Vishwanath Batchu,0,2022,110,Crime Drama Thriller
"3½ Minutes, Ten Bullets",,,,,,Marc Silver,Todd Boekelheide,Marc Silver,Emiliano Battista Gideon Gold,Carolyn Hepburn Minette Nelson,,Lucia McBath Ron Davis Michael David Dunn Russell Healey John Guy Cory Strolla Rhonda Rouer Chris Dunn Phyllis Molinaro Vic Micolucci,Marc Silver,0,2015,98,Crime Documentary
4 Little Girls,,,,,,Ellen Kuras,Terence Blanchard,Spike Lee,Sam Pollard,Spike Lee Sam Pollard,,Maxine McNair Walter Cronkite Chris McNair Fred Lee Shuttlesworth Helen Pegues Queen Nunn Arthur Hanes Jr. Howell Raines Harold McNair Carole C. Smitherman,,0,1997,102,Documentary History
4 aventures de Reinette et Mirabelle,Mr. Housseau Philippe Laudenbach François-Marie Banier Jean-Claude Brisseau Gérard Courant,Joëlle Miquel Jessica Forde Mme. Housseau Yasmine Haury Béatrice Romand,,,,Sophie Maintigneux,,Éric Rohmer,María Luisa García,,,,Éric Rohmer,0,1987,99,Comedy Drama Romance
"4 luni, 3 saptamâni si 2 zile",Vlad Ivanov Alexandru Potocean Adi Carauleanu Teodor Corban,Anamaria Marinca Laura Vasiliu Luminita Gheorghiu Liliana Mocanu Tania Popa Cerasela Iosifescu,,,Catalin Dordea,Oleg Mutu,,Cristian Mungiu,Dana Bunescu,Cristian Mungiu Oleg Mutu,Mihaela Poenaru,,Cristian Mungiu,0,2007,113,Drama
404: Error Not Found,Rajvvir Aroraa Imaaduddin Shah Nishikant Kamat Ruchir Raj Aditya Banerjee Mukesh S. Bhatt Amod Burande,Ritika Silas Tisca Chopra Sara Arjun,,,Kapil Mattoo,Savita Singh,Sameeruddin Imaaduddin Shah,Prawaal Raman,Sarvesh Parab,Nair Nameeta Nameeta Premkumar,,,Gunjan Joshi Prawaal Raman Imaaduddin Shah Rachel Varghese,0,2011,121,Drama Mystery Thriller
42,Chadwick Boseman T.R. Knight Harrison Ford Christopher Meloni Ryan Merriman Lucas Black André Holland Alan Tudyk Hamish Linklater,Nicole Beharie,,,Victoria Thomas,Don Burgess,Mark Isham,Brian Helgeland,Peter McNulty Kevin Stitt,Thomas Tull,Richard Hoover,,Brian Helgeland,0,2013,128,Biography Drama Sport
42nd Street,Warner Baxter George Brent Guy Kibbee Ned Sparks Dick Powell Allen Jenkins,Bebe Daniels Ruby Keeler Una Merkel Ginger Rogers,,,,Sol Polito,,Lloyd Bacon,Thomas Pratt Frank Ware,,,,Rian James James Seymour Bradford Ropes,0,1933,89,Comedy Drama Musical
45 Years,Tom Courtenay David Sibley Sam Alexander Richard Cunningham Rufus Wright,Charlotte Rampling Geraldine James Dolly Wells Hannah Chalmers Camille Ucan,,,Kahleen Crawford,Lol Crawley,,Andrew Haigh,Jonathan Alberts,Tristan Goligher,Sarah Finlay,,Andrew Haigh David Constantine,0,2015,95,Drama Romance
49th Parallel,Leslie Howard Laurence Olivier Richard George Eric Portman Raymond Lovell Niall MacGinnis Peter Moore John Chandos Basil Appleby Finlay Currie,,,,,Freddie Young,Ralph Vaughan Williams,Michael Powell,David Lean,Michael Powell,,,Emeric Pressburger Rodney Ackland,0,1941,123,Drama Thriller War
5 Fingers,James Mason Michael Rennie Walter Hampden Oskar Karlweis Herbert Berghof John Wengraf Ben Astar Roger Plowden Abdullah Abbas,Danielle Darrieux,,,,Norbert Brodine,Bernard Herrmann,Joseph L. Mankiewicz,James B. Clark,Otto Lang,,,Michael Wilson L.C. Moyzisch,0,1952,108,Crime Drama Mystery
5 cm,Herjunot Ali Fedi Nuril Denny Sumargo Saykoji Nadia Dini Amelia Elkie Kwee Didi Petet,Raline Shah Pevita Pearce Rima Melati Adams,,,,Yudi Datau,,Rizal Mantovani,Sastha Sunu,Raam Soraya Sunil Soraya,,,Donny Dhirgantoro,0,2012,125,Adventure Drama Romance
5 to 7,Anton Yelchin Lambert Wilson David Shannon Milo Mungier Jacob Alan Gilbert Julian Bond,Bérénice Marlohe Olivia Thirlby Amina Robinson Brune de Drueille Senecterre,,,Billy Hopkins Ashley Ingram Heidi Levitt,Arnaud Potier,Danny Bensi Saunder Jurriaans,Victor Levin,Matt Maddox,Bonnie Curtis Sam Englebardt William D. Johnson Julie Lynn,Jeannine Oppewall,,Victor Levin,0,2014,95,Comedy Drama Romance
50/50,Joseph Gordon-Levitt Seth Rogen Serge Houde Andrew Airlie Matt Frewer Philip Baker Hall,Anna Kendrick Bryce Dallas Howard Anjelica Huston Donna Yamamoto,,,Francine Maisler,Terry Stacey,Michael Giacchino,Jonathan Levine,Zene Baker,Evan Goldberg Ben Karlin Seth Rogen,Annie Spitz,,Will Reiser,0,2011,100,Comedy Drama Romance
56 Up,,,Charles Furneaux,,,George Jesse Turner,,Michael Apted Paul Almond,Kim Horton,Michael Apted Claire Lewis,,Michael Apted Michael Apted Bruce Balden Jacqueline Bassett Symon Basterfield Andrew Brackfield John Brisby Peter Davies Suzanne Dewey Nicholas Hitchon,,0,2012,144,Biography Documentary
6 donne per l'assassino,Cameron Mitchell Thomas Reiner Dante DiPaolo Franco Ressel Luciano Pigozzi,Eva Bartok Arianna Gorini Mary Arden Claude Dantes Lea Lander,,,,Ubaldo Terzano,Carlo Rustichelli,Mario Bava,Mario Serandrei,Alfredo Mirabile Massimo Patrizi,,,Marcello Fondato Giuseppe Barilla Mario Bava Mary Arden,0,1964,88,Crime Drama Horror
